,Question,Answer,Label
9366,where did the early humans live?,"According to the Recent African Ancestry theory , modern humans evolved in Africa possibly from Homo heidelbergensis , Homo rhodesiensis or Homo antecessor and migrated out of the continent some 50,000 to 100,000 years ago, replacing local populations of Homo erectus, Homo denisova , Homo floresiensis and Homo neanderthalensis.",1
9389,what year was gulf war,"The Gulf War (2 August 1990 – 28 February 1991), codenamed Operation Desert Storm (17 January 1991 – 28 February 1991) was a war waged by a U.N.-authorized Coalition force from 34 nations led by the United States , against Iraq in response to Iraq's invasion and annexation of Kuwait .",1
9411,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,"The Buffalo nickel was introduced in 1913 as part of a drive to increase the beauty of American coinage; in 1938, the Jefferson nickel followed.",1
9427,When did F15s first fly,"The Eagle first flew in July 1972, and entered service in 1976.",1
9450,where did columbus really land in 1492?,"During his first voyage in 1492, instead of reaching Japan as he had intended, Columbus landed in the Bahamas archipelago , at a locale he named San Salvador.",1
9458,what is a brindle boxer,"The coat is smooth and tight-fitting; colors are fawn or brindled , with or without white markings, which may cover the entire body.",1
9463,what are SATA Power Connector,Serial ATA (SATA) is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives and optical drives .,1
9464,what are SATA Power Connector,"Serial ATA replaces the older AT Attachment standard (ATA; later referred to as Parallel ATA or PATA), offering several advantages over the older interface: reduced cable size and cost (seven conductors instead of 40), native hot swapping , faster data transfer through higher signalling rates, and more efficient transfer through an (optional) I/O queuing protocol.",1
9478,who invented the internet,"The public was first introduced to the concepts that would lead to the Internet when a message was sent over the ARPANet from computer science Professor Leonard Kleinrock's laboratory at University of California, Los Angeles ( UCLA ), after the second piece of network equipment was installed at Stanford Research Institute ( SRI ).",1
9494,"What kind of poem is ""This is Just to Say""",This Is Just To Say (1934) is a famous imagist poem by William Carlos Williams .,1
9498,who played dumbledore in harry potter,Dumbledore is portrayed by Richard Harris in the film adaptions of Harry Potter and the Philosopher's Stone and Harry Potter and the Chamber of Secrets .,1
9499,who played dumbledore in harry potter,"After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining films.",1
9501,what produces calcitonin,"Calcitonin (also known as thyrocalcitonin) is a 32-amino acid linear polypeptide hormone that is produced in humans primarily by the parafollicular cells (also known as C-cells) of the thyroid , and in many other animals in the ultimobranchial body .",1
9519,who hit the first home run at riverfront stadium?,"On June 30, 1970, the Reds hosted the Atlanta Braves in their grand opening, with Hank Aaron hitting the first ever home run at Riverfront.",1
9526,Who Makes Nexen Tires,"Nexen Tire is a tire manufacturer, headquartered in Yangsan , South Gyeongsang Province , and Seoul , both in South Korea .",1
9530,who did richard nixon refer to as the  silent majority,"The term was popularized (though not first used) by U.S. President Richard Nixon in a November 3, 1969, speech in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support.""",1
9531,who did richard nixon refer to as the  silent majority,"In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture , and who did not participate in public discourse.",1
9539,what year did the last monkeys go into space,The Soviet Union and Russia launched monkeys between 1983 and 1996.,1
9577,what are grits made from,Modern grits are commonly made of alkali-treated corn known as hominy .,1
9594,when did coca cola first come out,"Originally intended as a patent medicine when it was invented in the late 19th century by John Pemberton , Coca-Cola was bought out by businessman Asa Griggs Candler , whose marketing tactics led Coke to its dominance of the world soft-drink market throughout the 20th century.",1
9603,what role do ombudsman play in the swedish government?,"An ombudsman is an official, usually appointed by the government or by parliament but with a significant degree of independence, who is charged with representing the interests of the public by investigating and addressing complaints of maladministration or violation of rights.",1
9620,what state is new england in,"New England is a region in the northeastern corner of the United States consisting of the six states of Maine , New Hampshire , Vermont , Massachusetts , Rhode Island , and Connecticut .",1
9682,who played batman in dark knight,"Christian Bale reprises the lead role of Bruce Wayne/Batman, with a returning cast of Michael Caine as Alfred Pennyworth , Gary Oldman as James Gordon and Morgan Freeman as Lucius Fox .",1
9780,who shot franz ferdinand,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .",1
9796,what are the three ossicles,"The ossicles (also called auditory ossicles) are the three smallest bones in the human body, the malleus , the incus and the stapes .",1
